text; label; domain
Thankyou kak barangnya sudah sampai, pengemasan dan pengiriman sangat cepat, harga sangat terjangkau, sesuai deskripsi, realpict banget, bahan halus, adem, fix sih bakal langganan disini soalnya bahannya beda sama olshop" lain, next bakal order lagi 💕💕💕; 1; fashion; -
Suakkakak banget sama piyama nya Harga murah dan kualitas cukup baik pengemasanya juga nggak butuh waktu lama Serba gercep makasih yah bakalan langganan terus deh pokoknya; 1; fashion; -
Barang bagus seperti biasa... aq pernah order di sini cuman pke akun yg satu lagi d hp yg satu nya lagi.. wktu itu beli buat kadoan .. skrg pun sama buat kadoan juga.. toko ini amanah.. gak ky toko sbleh order nya size apa yg dteng size apa🤪.. smga toko ini sllu amanah suka sma kerapihan nya😍; 1; fashion; -
Produk bagus. Sesuai harga. Pengiriman cepaaatttt. Memang size agak kecil. Jd harus naik 1 size. Ukuran beda2. Tergantung motif. Uk M motif sapi besar. Tp yg  uk. M motif kucing kecil. Jd lebih baik kalo mau pesen tambah 1 size aja. Mending agak besar drpd kekecilan.; 1; fashion; -
Kualitas produk baik, walaupun bahannya agak tipis ya tapi lembut.. sesuai lah sama harganya yg murah. Dan size L nya beneran kecil 😁 Pengirimannya cepet.  Terima kasih 🙏; 1; fashion; -
Sedikit gak nyangka sih bahannya haluss baguss, 😘😘 Semoga sama anakku muat hihi dia umur 5th kurang tapi badannya bahenol😅😅; 1; fashion; -
terimakasih y, pengirimannya cpt brgnya jg bgus dan pas d badan anak sy. bahannya juga adem, semoga tokonya laris manis.; 1; fashion; -
Kulitas produk sama kaya yg di fto.bahan juga adem pengiriman cepat..cumn ukuran L ko agak kecil yah..tapi untung nya pelnggan ku mau..aku syuka sma bahan nya adem..pokok nya love deh..mksh ka..; 1; fashion; -
Kualitas produk sangat bagus dgn harga yg sangat terjangkau. Bahannya halus tidak kasar dan kaku. Sangat puas belanja disini. Thanks seller; 1; fashion; -
Bahan nya bagus...tp baju nya kekecilan 😁 yg size L cukup nya buat anak usia 1,5 tahunan,kl yg size XL cukup buat anak 4 tahunan...next kl order lg buat anakku yg yg 5 th harusnya psn yg size untuk 6/7 tahunan...terimakasih; 1; fashion; -
Ini keren banget sih dengan harga segitu. Ngga kaku, ukurannya jugaaaa sesuaii. Pokonya bagus. Untuk yang lain, order disini aja; 1; fashion; -
Bahannya bagus si tapi tipis ya sesuai dengan harga lah semoga kualitas barangnya semakin baik lagi; 1; fashion; -
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👌👌👌👌👌👌👌👌👌👌👌👌👌 bagus sih ,smoga warna bajunya ga cepat pudar, soalnya kemaren beli piayama baru di pake sekali dicuci langsung pudar warnany, mkasih lazada; 1; fashion; -
Mantap lah,  bahan sesuai harga. Ukuran masih besar karena anaku gak bongsor kaya yang lain. Slim idaman sekali besok kalau sudah besar. Hihi; 1; fashion; -
Alhamdulillah barangnya datang semua gak ada yang kurang..tapi agak kecewa karna ada 2 baju yang tangannya gak ke jahit..jdi harus di jahit lagi..tapi overall bagus bajunya; 1; fashion; -
Bahannya bagus harga murahh,, ukuran L sm XL cuma beda 1 cm doank.. Kirain agak gedee,, tapi alhamdulillah masih muat.. Lumayan buat tidurr ma; 1; fashion; -
Bajunya semuanya pada lucu lucuuuu dan enk dipakai untuk anak2,sy sukaaa. Cuma kenapa ukuranya kok tidak karuan masak ukuran M lbh besar uk L.. sepertinya uk M L XL Sampit sama sj. Tolong di cek lg ya nti & brgnya lama nyampainya karena km ditangan kurir. Ok thank ya 🙏🙏; 1; fashion; -
Bahannya baguss... Untung pas beli masih bisa pilih motif yg di mau Jadi suka2 semu Sama warna dan gambarnuya Pas juga dipake ke anak ku yg dua tahun Aq pasti dehh belanja lagi disini Tapi mungkin stock karakternya di readykan lebih banyak yaaa kak Biar enak pilih motifnya hehehdhdh Ok lah pokoknya; 1; fashion; -
Banget bajunya lucu bisa kembaran semoga nanti aku punya rezeki lagi untuk bisa order kedua kalinya barangnya bagus banget nggak ngecewain adem buat dipakai si kecil terus modelnya juga lucu-lucu beda sama toko lain pokoknya suka deh mantul gemin tul cocok betul buat ada di sini lagi recommended lah; 1; fashion; -
Ukurannya sesuai banget dengan anak wedok. Harga semurah ini dengan kualitas sebagus ini, bakal berkali kali belanja disini. Sukaaa banget.; 1; fashion; -
suka bahan nya adem banget deh, kekurangan cuma di sablonnya aja..tapi semua ok dgn harga segini; 1; fashion; -
Ga sempet unboxing sih, krna td mertua yg terima pketan. Tp bgus kok ok. Udah kedua kalinya beli dsni. Bajunya lucu lucu dan gemess... pokonya ok dah. Tetep tingkatkan kualitas yah..!!; 1; fashion; -
Bahannya Bagus, datengnya sesuai sm pesenan👍 thanks min😊 Awal beli di toko ini beli gamis tapi beda sm yg dipesen tanpa adanya konformasi dr sellerr. Tp untung yg ini dikirim sesuai sm pesenan..; 1; fashion; -
ud beli yg kesekian kalinya 😁. anak2 suka sama gambarnya, bahannya adem dan dipakenya enak. Harganya juga terjangkau. Kalo bisa adain yg couple buat papa n mama donk; 1; fashion; -
Bahan kainya bgussss,tebal..dan menyerap keringat...tetapi sablon yg di celana nya kurg bgus,menempel satu sama lain...mkasih..penjuall..........🙏🙏🙏🙏🙏🙏😊😊😊; 1; fashion; -
Alhmdulillah pesanan  sdh dtng bhn tipis tapi adem cuma syang kekecilan odhal anak sya usia 4,5 tahun pesan no L usia 5-6 tahun keci pas ga banget bakal.kepake cuma sbntr dikira mau aga gde ....yg oesn xl.u usia 8 tahun kyanya ga baklan cukup ; 0; fashion; -
Bajunya bagus lucu gambarnya,bhn kaosnya halus jg biarpun sablonnya agak tebal,clnnya agk pdk yg biru uk xxl,pas bgt diankku yg umur 3thn lbh n kakaknya yg umur 8thn jd bs couple,thx; 1; fashion; -
Bahan bagus, kaos adem, sablonan bagus, warna cerah ceria anak anak suka. Warna dan gambar sesuai dengan gambar. Anak aku suka sekali. Terima kasih. Recomended harga murah meriah kualitas barang oke.; 1; fashion; -
Bhnnya lumayan adem walaupun bukan import sesuai lah dgn HrgA nya murah meriah sgt nyaman di kantong dimasa pandemik ini. Beli bnyk krn anak2 dirmh aja gak pernah pergi2 keluar jd bobo Dirmh aja biar makin nyaman Dirmh nya dgn piyama yg lucu2 motifnya. Tks seller semoga makin sukses yaa... Gbu; 1; fashion; -
Paketnya udah sampe kak untung beli size XXl pdhal anak saya bru 7th, bajunya pas banget, bahannya adem yg warna biru kak, yg ping agak kaku ngak selembut yg biru kak cm tetap nyaman kok makenya, celananya lembut semua, mksih yach kak 😍😍👍👍; 1; fashion; -
Suuuukaaaa bangeettt,,bahannya alus baguuuss...terus pas dibadan anakku,keknya bakalan jadi langganan niiih.. Mudah2n selalu bagus ya bahannya.😊 Pokoooookkkknyaaaa syuuuukaaaaa banget; 1; fashion; -
Bagus model n bahan standart sesuai harga, terlihat seperti piyama mahal, hanya saja cutting lebih kecil dari size normal..anak sy usia 1 tahun 10 bulan pas bgt pake ukuran L (5-6) tahun; 1; fashion; -
Bahan kaos tebal. Sayang sisa motif nya ga bs pilih pilih lagi. Restock motif yg lucu lucu dong kak! Beli size 3-4 tahun utk anak ku 2 th. Tp size 3-4 thn nya pola kecil. Jd muat aja utk anakku umur 2 tahun. Makasih seller harga murah.; 1; fashion; -
Mantap, cepat tanggap dari admin. Ada yg error lgsung tukar dan dicoba langsung bisa semuanya.. stik mantap getarnya aduhai.. recomended !; 1; tech; -
Puas banget, akhirnya tercapai beli ps 2 jadi nostalgia main ps jaman dulu😭🥰 game requestan ada semua malah banyak banget tambahan gamesnya ada 162 games. adminnya juga ramah selalu fast respon, semoga aja awet hehe; 1; tech; -
Gila. Game requesan ada semua. Salut ini sama seller mau meluangkan waktunya buat isi gamenya dulu meski rekues nya banyak banget. Beda sama seller lain nolak mulu buat rekues game yng dimau. Rekomended seller. Semoga awet deh.; 1; tech; -
Orderan ke dua bagus, cuman minus stik kena di L1 yang sudah tenggelam & tidak berfungsi, tapi gak papa ; 0; tech; -
Barang sampai dengan aman. Produk berfungsi normal. Cuma ada beberapa game yg gak sesuai dengan deskripsi. Ada game yg lemot, sendat2 pas dibuka. Selebihnya okelah.; 0; tech; -
Mantap... Dikirim yg biru transparan.. sudah di coba normal tidak ada kendala... Terimakasih; 1; tech; -
Barang sdh mendarat dgn selamat.. Mkasi gan..Tanpa cacat dan langsung bisa dimainkan... ; 1; tech; -
Paket mendarat dengan sempurna, sudah dijajal semuanya aman, stik aman, game nya pun aman cuma di hardisknya gak ada tulisannya berapa gb nya hmm overall oke, thankyou; 1; tech; -
Barang nya sudah samai pengirimannya cepat. Barang asli merek sony,,udah d coba bagus g ada kendal Apa pun..td nya sempet ragu takut pengiriman ke banting2 jd rusak. Ternyata bubblenya tebel dan barang aman..mkciiih puas banget belanja d toko ini Langsung d pake sama anak ku; 1; tech; -
psnya berfungsi dengan baik cuma ada beberapa gamenya yang tdk bsa diplay tapi ga masalah krna gamenya jga dapetnya buanyakkk bngett, semoga amanah ya ka pertahkan terus kualitas barangnya.; 1; tech; -
Meski ada 1-2 game yg gk bisa k buka.. tp gpp lah.. Tetap senang dengan barangnya... ^_^ sukses kak; 1; tech; -
Keren mantul ps2 nya.. Tpi memory nya blom bisa di pake, harus di format dulu.. overall is oke buat semua nya, lancar main nya juga cuma gambar nya aja pecah kalau di game gede, kaya god of war. Pengiriman ,packing, semua nya bagus😍; 1; tech; -
Barang ok bgt permainan banyak bgt respon penjual ok cepet bsa request juga permainan nya puas bgt deh belanja dsini mksh ga semoga awet ya gan next order ; 1; tech; -
paketny udh sampe.  produk bagus tdk ada cacat . udh d pke main . keren dan recomended bgt . ga cpt panas jga . cma ad sedikit kendala aja d stik . prnh susah d pakai . tp gpp semua ny ok . trimakasih; 1; tech; -
Buat kalian yang mau beli PS 2, saya rekomendasikan toko ini. Namanya juga barang refurbish, pasti ada minusnya dikit. Jadi wajarlah. Harga juga masuk akal mengingat ini bukan ps yang harus pake MC Boot. Di harga segini mah, toko ini ngga ada lawan bos. Mantap; 1; tech; -
aku gatau ps itu yang mesti di cek apanya yang jelas adekku udah seneng aja . ; 1; tech; -
Sementara berjalan dengan baik, cuma beberapa game hitam putih sisanya okeh semoga awet ; 1; tech; -
waktu sampe dicoba ada masalah pas ganti game gak bisa, tpi konsultasi dlu ke abang nya. Alhamdulillah udah lancar lagi, rekomen buat yang nyari ps2; 1; tech; -
cuma ada sdikit kendala aja pas boot menu, dan 1 stick nya rusak tidak bisa digunakan, tolong untuk penjual diperhatikan lgi sticknya, makasih; 0; tech; -
mudah dimainkan langsung dengan harddisk 250 game banyak banget sampai lengkap kaya gak kebayang, pokok nya istimewa dah...; 1; tech; -
Ps nya tahan di pake lama ga jadi panas. Cuman requestan game nya ga lengkap. Tpi overall suka bagus; 1; tech; -
Cocok bisa langsung di maenin paketan kulus tdk kurang apapun makasihhh om; 1; tech; -
sdh d cobain & game nya lumayan bagus, paling ada beberapa yg loading nya lama, tp puas dg barang nya. Terima kasih; 1; tech; -
Setelah matrix game tidak muncul,sudah di retur tapi sama saja. Sangat mengecewakan; 0; tech; -
Walaupun ada beberapa game yang macet, tpi saya senang bisa menggunakannnya. Semoga barangnya awet . Thx gan🙏; 1; tech; -
S nya klo di pake maen 1-2 jam kok pasti nyendat bos g bisa jalan lagi . Jadi harus reset mulai dr awal lagi gamenya  .. memory nya g bisa nyimpen data .. tercorupt semua file nya.    Maav.   Kecewa bos.   Mau lanjut beli 10 biji g jadi .. ; 0; tech; -
Kondisi stik getar terus terkesan asal"an,kabel usb kadang nyambung kadang tidak; 0; tech; -
Maaf gan saya kasih ⭐  Bukan berati ingin menjatuhkan lapak agan, cuma mau kasih Review yg sebenar2 nya.saya CUKUP kecewa Sama Barang Agan, Tiga Hari Baru di pake Udah Rusak parah Sampe Harus Service habis 200k, mau Retur Pake Garansi Percuma berat di ongkos, ke tempat saya PP bisa sampe 170k. 🙏🙏; 0; tech; -
Kecewa bosku HDD nya gak baca.... Hangus kan aja bos garansi nya gak papa.. Bukan niat menjatuh kan nama toko.... Tapi kenyataannya barang eang di terima kaya gitu...; 0; tech; -
L1 L2 R1 R2 nya eror dan memorinya gak masuk, kecewa saya; 0; tech; -
Paket sudah sampai dan sudah intal windous lancar..pengiriman cepat rapi smoga laris terus..dan semoga awet hdd nya amin; 1; tech; -
Terima Kasih Banyakk👍👍 Dari dulu Buat langganan Di toko Ini tdk mengecewakan Masa umurnya mash Jauh😘😘😘😘 Tank You Smoga Berkah Ya kk Garansi 1BULAN maksh Banyak; 1; tech; -
Mntap packingnyab luar biasa rapih pake buble wrap...  hardisnya juga sudah di coba... normal..  instalasi lancar gk ada kendala.. terima kasih seller; 1; tech; -
dalam seminggu ini saya sudah 2 kali beli hardis untuk laptop dan untuk pc semuanya memuaskan; 1; tech; -
Fisik bagus, tapi pas instal nyangkut, udah gonta ganti kabel sata tetap ajja.. Dengan harga segitu cuma dapet bagus fisiknya ajja... Ammpuuunnnnnn......; 0; tech; -
Udh sampe Dan dites idup Dan berfungsi, seperti ya emang hdd baru ini...mksh ya gan; 1; tech; -
Dites pake aplikasi semuanya baik , semoga awet, good lah..; 1; tech; -
maaf bintang nya 3 soalnya ko hang terus ya, kebaca sih, kalau betahan lama akan di tambah lg kalau jelek akan di kurangi; 0; tech; -
Berfungsi dengan sempurna!!! Harganya murah banget lagi!!! Tapi saya harus beli kabel sata dan kabel power sata nya sendiri....; 1; tech; -
Barangnya kliatan baru tpi perasaan dlu dikasih bautnya dh skrg gk ada, udh dipke mudah2an awet.; 0; tech; -
makasih banyak. barang telah saya terima 30 menit yang lalu. kiriman barangpun sesuai dgn pesanan. dan sudah saya coba hasilnya normal bagus dan lancar paking pun juga bagus dan aman apabila terjadi kejatuhan. ok makasiiih.😁😁; 1; tech; -
Produk baik, ada bekas disobek plastiknya berarti sudah di cek, semoga berfungsi dgn baik dan awet, nanti kalau sudah dicoba saya tambahin kolom kualitasnya ya, hehe; 1; tech; -
saya senang dengan pelayanan toko ini.. harga murah, proses cepat, pengemasan bagus, barang juga bagus.. pokonya muantap... cuman sayangnya Ninja agak delay, mungkin karena lagi padet pengirimannya. dan mungkin juga kurirnya ada rapat dulu di Konoha. ntahlah saya gak tau. 😆; 1; tech; -
cuman baru bisa kasih ulasan sekarang, kalo bisa next kasih bonus dikit lah ya biar makin banyak yang order 😂😂, HD dipake instal windows dan ternyata BAD ECTOR selalu muncul (start backup process) dadas; 0; tech; -
Barang sudah diterima dan telah saya bayar Lunas, hardisk kondisi aktif Detect dan telah saya test, untuk kedepannya promo gratis ongkirnya ditingkatkan lagi; 1; tech; -
baru dipake 2 jam udah ada warning, moga aja ga kenapa2 wkwk; 0; tech; -
Bagus semua cuman rata2 pemakaian diatas 2000 hari sehingga tersisa more than 100 days,tapi overall rekomendeeeeed bangeeetttttstststststs; 1; tech; -
Terima kasih sudah dikirim untuk laptop saya karena butuh banget buat skripsi. untuk kurirnya yang sabar kalo bisa wa dulu sebelum kirim. ; 1; tech; -
Saya ganti jadi 5 bintang. Sejak diinstall windows 7 sampe skrg, tdk ada masalah sama sekali. Kualitas produk sangat baik. No bad sector.; 1; tech; 5
kekurangannya adalah ini hardisknya bukan 160GB tapi 148GB; 0; tech; -
Sesuai pesanan berharap si dikirim yg wd blue, pelayanan ok. Cuma sayang aja dpt yg gk berfungsi dengan baik jadi keluar uang ongkir lg buat claim garansi. Tapi tidak apa² karna pelayanannya ok claim garansinya pun tidak ribet; 0; tech; -
Komputer saya semenjak di ganti sama hardisk ini jadi bagus lagi. . Hahahhaha; 1;  tech; -
Hard diak sudah di tesss dan lancar jaya... tggu orderan selanjutnya... ; 1; tech; -
Barang mantap mulus seperti baru.udah di cobak lancar jaya . Pembelian ke 2 sama.puas nya seperti pembelian yg.pertama . Kualitas barang sangat dijaga...trima kasih seller dan shopee recomended banget; 1; tech; 5
Hdd dalam keadaan super baik dan seperti baru; 1; tech; -
Produk murah kualitas gak murahan udah di coba instal windows dan lancar jaya nanti kalo ada yg murah ² lagi aku pasti ke toko ini; 1; tech; -
No bad sector mantap!!! Saya saranin beli di toko ini kalo mau beli storage ; 1; tech; -
Setelah dicek ternyata hardisk badsector, harusnya hardisk dicek dulu sebelum dikirim ke penjual; 0; tech; -
Health hdd nya masih 100% semua, recomended product; 1; tech; -
Kirain bisa untuk laptop kecewa dikit sih tapi mau di apain lagi terlanjur; 0; tech; -
Retur barang dong, kok eror gini kk?; 0; tech; 1
This was expected to arrive around 22nd, so I didn't expect the package to arrive 7 days earlier! I'm so thankful! The product is protected greatly with large bubble wrap. It also came with guarantee card and a really soft pocket. It works perfectly on my laptop! Thank you very much!; 1; tech; 5
barang dengan keadaan baik, ga ada damage soalnya packingnya aman banget. it's GREAT QUALITY Udah di cek tadi dan yup sesuai ekspetasi dan berfungsi. Seller fast respon. Rekomended banget pokonya👍; 1; tech; 5
kualitasnya bagus dan dapet free pouch juga pokoknya lengkap dan gak nyesel deh beli disini, terima kasih kepada seller dan shopee; 1; tech; 5
Barang sampai dengan aman, barang original, kapasitas juga sudah 2TB, thanks; 1; tech; 5
It's arrived. Product exactly as described. it's useful for me. I like it.  I will buy more from this shop. ; 1; tech; 5
barang bagus, original, masih disegel, cek sentinel oke 100%, cek garansi ke situs  indonesia garansi sampai 2023, maltul lah pokoknya...makasih seller; 1; tech; 5
Diterima dalam kondisi baik Barang original Sudah dicoba dan tidak ada kendala Terima kasih; 1; tech; 5
Sudah dicoba dan berfungsi baik, ringan, model bagus kecil pas digenggam, dapat bonus pouch ... pengiriman aman menggunakan buble wrap & box.. Terima kasihh; 1; tech; 5
Mantap bener, berfungsi dengan baik harddisknya. Abis dicheck di disk utility juga masih oke. Harganya juga terjangkau dari yang lain.; 1; tech; 5
barang sesuai pesanan, asli 100%, betul 2 TB sesuai desk, USB 3.0.Kualitas produk sangat baik. Produk original. Harga produk sangat baik.  Harddisk juga ringan.; 1; tech; 5
Produj dibungkus dengan sangat aman. Produk jg OK untuk digunakan, ga ada problem. + Untuk hd 2 tb.. harga murah bgt. Thank you; 1; tech; 5
Keren banget packingnya bener bener aman, pengirimannya juga bisa dibilang sebentar kalau dikirim dari luar negri+ dapet bonus iring pula. Asli deh ini mah recommend parah👍🏻; 1; tech; 5
Produk beneran 2TB .  Sudah di cek  . Packing sangat aman . Produknya juga oke. Bakal bisa jadi langganan kedepan kalau beli beli barang disini lagi; 1; tech; 5
perfect seller,my IT friend help me check already,this is 100% original ,recommend buy here,really fast delivery!; 1; tech; 5
Hdd sesuai pemesanan, packingan sangat savety, hdd tedektsi di bios, langsung di install windows dan hasilnya pun jadi... mantap bosku semoga sukses selalu usahanya 🙏🙏🙏; 1; tech; 5
Pembelian kedua produk yg sama di toko ini. Harga kompetitif, dan yg paling penting produk ori dgn garansi resmi indo hingga sept 2022. recomended seller; 1; tech; 5
Packing "diselimuti" bubblewrap, tdk pakai kardus luar lagi. Untuk detail ada di foto terlampir. Test copy file mentahan game 24GB di USB 3, max speed 80 mb/s. Overall, lumayan buat backup data, simpan file musik, mentahan game. Semoga awet. Thanks buat seller & Shopee.; 1; tech; 5
Udah sampai kemarin sore, baru sempet unboxing sekarang, real 1TB,  100% original, packaging wrap bubble 3 lapis. Thanks ya; 1; tech; 5
Terima kasih kepada penjual yang telah amanah dalam pengiriman hard disk drivenya. PRODUK 100% ORIGINAL dan yang pasti ADA GARANSINYA. Terima kasih juga untuk potongan harganya, hehe. Pokok tidak nyesal belanja ditoko ini.; 1; tech; 5
Puji Tuhan....  Toshiba HD Eksternal 1T sudah sampai dalam keadaan baik. Terima kasih toshiba & shopee. Tuhan Yesus memberkati...; 1; tech; -
Langsung dipakai untuk backup server, kondisi oke siap kerja keras; 1; tech; 5
Termasuk murah karena biasanya yg 1 TB masih 700an. Pengiriman cepat. Produk udah dicoba lancar sip segel utuh. Buat transfer cepet dan gak lekas panas. Untung dapet harga lebih murah dibanding marketplace sebelah padahal sama sama official store.; 1; tech; 5
Cepet bngt dkirimnyaa, kapasitas bersihnya 930an GB, terjamin ori, ada garansinya juga thankss; 1; tech; 5
Bagus barangnya, semoga awet👍. Namum agak disayangkan. Packagingya kurang safety, agak horor gt. Tapi untungnya kmrn punyaku aman sampai dengan selamat. Namun alangkah baiknya jika dikasih lapisan kardus lagi setelah di bublewrab, krn barang kan ya harganya lumayan tu, jd agar lebih aman saat dikirim; 1; tech; 5
Barang bagus, sayangnya pengajuan pembatalan saya ditolak, mau beli yg 2TB harganya gak jauh beda sama yg 1TB ternyata, menyesal saya, sedih ini, huhuhu; 0; tech; -
Beli barang ori di toko official aja dijamin ori & bergaransi; 1; tech; -
Sejauh ini bagus. Transfer rate sekitar belasan mb/s. Packing lumayan aman untuk luar pulau jawa. Pengemasan terhitung cepat. Pelayanan baik. Terima kasih ; 1; tech; 5
Ternyata barangnya cepat banget sampai. 3 hari sudah sampai aja. Gak nyangka aja. Semoga barang Original dan bagus. Dan semoga aja gak corroupt. Sekiranya barangnya bisa berguna dan berfungsi dengan baik. Dan tentunya, semoga barangnya awet dan tahan lama. Terima kasih. Semoga bisa berbelanja lagi.; 1; tech; 5
Mantab barang telah diperiksa, selama transfer data 6 jam dalam kuota yg besar tidak ada masalah. Bekerja dgn sgt baik.. ; 1; tech; 5
Selama masa garansi 7 hari hardisknya aman ga ada masalah, sesuai dgn spesifikasi.; 1; tech; 5
Produk original, kecepatan transfer data standar (sesuai dengan harga), desain simple terkesan minimalis dan elegan; 1; tech; 5
suka modelnya simple black, lgsg bisa dipake, makasi!; 1; tech; -
Kotak agak penyok tapi untuk kualitas perfect original setimpal harga thanks ; 1; tech; 5
begitu hardisk sampai langsung saya coba untuk mengopy data, dan itu sangat cepat. harga juga murah dan diskon, barang original. pokoknya saya suka bangeett.. terima kasih banyaaakkk ^^; 1; tech; 5
lhamdulillah paketnya udah dateng, pengiriman cepat dan bersyukurnya lagi diskon Alhamdulillah. Udah dicoba hardisknya semuanya baik terimakasih kak🤗; 1; tech; 5
Kondisi barang mulus dan segel masih utuh. Tersedia juga manual dan garansi 3 tahun. Kapasitas bersihnya 931 GB. Semoga barangnya awet dan tahan lama. 👍; 1; tech; 5
Fast respon, kiriman cepat untuk ukuran daerah pelosok seperti tempat kami, pengemasan safety dan semoga awet terjamin. Rekomended bagi yang lagi cari hardisk; 1; tech; 5
produk ori, kualitas sangat baik, pengemasan aman, saya beri penilaian ini setelah 7 hari masa garansi sengaja spt itu agar terbukti kualitasnya, udh saya coba keberbagai device bisa semua, udh dicoba juga simulasi ketahanan produk selama 7 hari itu saya coba jatuhkan 😅 masih bisa lancar, terbaik👍; 1; tech; 5
Emang kalo lu belinya di toko resmi pasti aman coy!!  Udah asli dan bergaransi jadi gak kapok. Percaya deh kl beli di shopee cari aja toko resmi yg begini.  Jangan kaya toko lain yg jual barang second.; 1; tech; 5
Akhirnya saya mendapatkan harddisk yang benar: ') Jadi, saya ditipu di awal membeli harddisk karena saya tidak melihat reviewnya dulu dan baru main checkout dan saya tidak cari tahu toko resminya dulu. Setelah di tipu sekali akhirnya saya coba cari toko resminya di Shopee dan ternyata ada yang beli langsung ga nyesel beli disini; 1; tech; 5
Bahannya keras.. bagus spertinya buat ngelindungin fork or part body speda yg rawan.. ; 1; acc; 5
barang bagus sayang kuncian nya terlalu kecil gak muat buat fork tp gpp untung masih punya cadangan; 0; acc; -
Blm dicoba sih, tapi bahannya tebal, semoga saja panjangnya sesuai dgn deskripsi; 1; acc; -
Produk sesuai, cocok banget buat melindungi frame sepeda kesayangan kita. ; 1; acc; 5
Cepat sampai,barang sesuai pesanan,melindungi dengan sempurna, terimakasih; 1; acc; 5
Kuy pokonya .langsung pasang walaupun malem tetep hajar .lumayan bagus semoga aja gak bikin frame belang kalo klamaan pake kaya ginian .; 1; acc; 4
Nyesel belanja sini barang dateng kurang gak ada tanggungjawab nya janji ganti uang mana gak transfer "juga kalau kayak gini semua pembelimu pasti kecewa..... Gak kan Terima gak ikhlasku mesti uang gak seberapa tapi yg ada tanggungjawab mu... ; 0; acc; 1
Minta tolong dicek terlebih dahulu sebelum kirim tetep aja dikirimnya kurang satu dan yang kurang malah yang ditunggutunggu kecewa bgt maaf dikasih bintang 1 kecuali ada pertanggung jawabannya baru saya ganti penilaiannya biar lain kali lebih teliti ; 0; acc; 1
Kecewa sama toko Iki Minggu lalu beli disini ada 2barang yang belum dikirim, katanya mau diselipkan di orderan berikutnya tapi suruh kasih note di pesanan. Minggu ini pesen lagi dan sudah sudah dikasih note untuk selipkan uang ganti rugi, sudah di chat juga. Katanya iya iya. Tapi gak dikirim juga😒; 0; acc; 1
pesen bando yg dateng ikat pinggang 3 biji. sudah komplain suruh retur barang jadi repot 2x. cuma order bando 2 biji aja bisa salah gimana order barang dalam jumlah besar. ; 0; acc; 1
Tidak puas . Pesenan saya nyasar ke Jakarta barat, diterima org lain . Pihak penjual gak ada tanggung jawab nya !!!!!!!!!!!!!!!!!!!!!!!!  Gak ada ganti rugi !!!!!!!; 0; acc; 1
Sungguh sangat kecewa dengan toko ini. Pesan barang tapi ada 2 yang tidak dikirim Dihubungi katanya akan ditransfer tapi sudah 5 hari tidak ditransfer Hati hati ; 0; acc; 1
Jangan belanja ditoko ini !  Berkali* setiap pengiriman slalu salah, dan ada yang kurang !  Nemen amat ini toko sampek 5ribu perak aja nipu pelanggan !  Saya sabar*in saya ikutin apa kata mereka untuk nulis barang yang kurang dicatatan , udh ditulis barang masih gk dikirim dan uang gak dipulangin ; 0; acc; 1
barang kurang ini gimna seharusnya kalo stok kosong tulisin dong kak stok habis, ini tulisannya atok masih banyak bgt tp bilang kosong, mana tanpa konfirmasi lagi harusnya kalo barang kosong dichat kak biar bisa gnati yg lain, ini malah engga trs barang dikirim random tnpa konfirmasi; 0; acc; 1
Produk kosong penjual ga mau mengembalikan uang saya,  Aku saranin aja buat kalian yang mau jadiin toko ini langgganan sebaiknya jangann karna penjual ga mau tanggung jawab; 0; acc; 1
Toko penipu dan pelayanannya bertele tele dan gak bertanggung jawab.  Barang sampai 5 item kurang,uda sampai di kirim video unboxingnya ttp ngeless dan tdk mau mengakui kelalaiannya dlm jualan.. Bukannya mnta maap kalo salah.. Malah sewot dan dikira saya yg bohong.  ; 0; acc; 1
Baru kali ini belanja di shopee ngerasa kecewa. Reseller nya gak ada konfirmasi terlebih dahulu saat barang kosong. Dan saya mengajukan dana tidak bisa sesuai kita dan hanya bisa di klaim dana kita 75%. Seharusnya itu kalau barang kosong itu infoin terlebih dahulu ke pembelinya, jgn kirim2 aja; 0; acc; 1
Sumpah jelek banget,tali nya putus,karet nya ga ada,jaitan nya jelek,nyesel banget beli di sini sumpah..pesen warna pink ada garis nya..yang dateng flamingo warna item..sangat tidak sesuai..sangat kecewa banget!; 0; acc; 1
Bandonya sudah sampai sangat mengecewakan tanpa dibungkus,bahannya kayak sisa orang menjahit, pokoknya jelek banget ya kasih satu bintang aja; 0; acc; 1
GAK USAH BELI DI TOKO INI LAGI ORDER 2X SeMUA ADA YG KURANG MAU AJUKAn PENGEMBALIAN DANA GAK BAKAL BISA KARENA MINTA DIVIDEOIN LAH DLL; 0; acc; 1
Barang ada yg kurang..seller gk teliti... Di chat itu2 aja muternya alasannya...; 0; acc; 1
Jngan mau belanja di toko ini penipu,, barang saya bnyak ditinggal,. Bilangnya juga transfer kan uang yg ga dikirim,, ternyata sampai sekarang ga ada, disini selalu kurang ,,jadi hati2; 0; acc; 1
Pesanan saya ada yg Kosong, tapi duitku gak di refund! Sy chat terus, tp gal pernah direspon!; 0; acc; 1
Mf kk saya kasih bintang 1 karna saya beli bandana 15 biji yg di kirim cuma 4 biji.dan saya beli jam 5 yg rusak 1.; 0; acc; 1
