text; label; domain; star
Strong but a bit small; 0; tech; 3
Received the item Can charge but fan won't turn on Took 2 weeks to arrive; 0; tech; 1
One of the fan have a cover which cannot be closed down fully Scared children skin might get pinched in between The rest all no issues Had pm seller but no response so far..; 0; tech; 1
Wind not so strong though quite silent during operation; 0; tech; 2
The fan is not powerful enough Quite disappointed with it...but fast delivery; 0; tech; 3
Overall ok but too noisy; 0; tech; 3
Fan not working even I charge for 8hours.; 0; tech; 2
Use 1 week and spoil..zzzz; 0; tech; 1
a few button got problem,  seller pls advise ASAP, thanks.; 0; tech; 1
Ordered 23 Jul and received 1 Aug. Box came damaged and taped. Obviously Logitech or the delivery company knew and taped it. Logitech doesn't care about protecting the product once you paid for it? If it's spoilt, then how? Wait for refund or replacement? Consumer interest is not their priority.; 0; tech; 1 
The keyboard is a bit loose at the bottom near the space key. Although it doesn't affect the normal usage, I still feel a bit disappointed for such a premium product. The quality control is not good. Besides, I don't like the number pad. It makes it too long, which affects my usage of the mouse.; 0; tech; 1
Cursor was lagging jittery when i used bluetooth feature Kinda disappointing bcoz i bought this mouse mainly for the bluetooth feature.; 0; tech; 2
bluetooth connection very bad dont look like its authentic; 0; tech; 1
Received item in a wet box; 0; tech; 2
It was an okay mouse but not my cup of tea.; 0; tech; 3
Bluetooth couldn't connect to my MacBook Customer Service was so so First few days they were very responsive and soon after they didn't get back to me.; 0; tech; 2
Seller gave me the wrong color I chose black but I received pink instead; 0; tech; 2
Delivery is late but understandable The mouse is not as ergonomic as i think it would be; 0; tech; 3
Very long delivery took 9 days to deliver Deliver from overseas despite having stocks available Can not connect to macbook system 12.4; 0; tech; 3
Massager ems not strong Intensity decreases towards end of cycle Infra red and hms slightly warm only Hope it works; 0; tech; 3
I cannot turn it on I've charged it but it won't turn on Seller please send me a new one or refund please.; 0; tech; 1
Item faulty and seller refused to ex-changed; 0; tech; 1
I had tried for few times its totally not uot at all But i saw some buyers comment its too hot Maybe the product quality is not consistent???; 0; tech; 3
Device function but the heat is not strong at all (basically no feeling when using it and therefore I don't know whether it will helps to burn fat or just wasting my time but will continue using to see whether got effect or not hahaha; 0; tech; 2
Order arrived on the second week But when tested on the item It turned out to be extremely hot and I thought that it almost scald my skin I followed its instructions and used moisturising gel but it doesn't seemed to bring down the heat when it's been turned on...; 0; tech; 1
Product well received but was disappointed that there was only one of it (was expecting 3) I felt that the options on the page when you're placing an order wasn't very specific; 0; tech; 2
Bought it during flash sale 3pcs for $0.99 but received 1pc only : if flash sale is only meant for 1pc then seller should be more transparent and clear about it; 0; tech; 3
Abit small and sticker is not strong I have to use my own tape Delivery is slow; 0; tech; 2
using macbook air 2020 the cover fits nicely but its just that the laptop cant close fully i would say for those using macbook 2020 series i wouldn't recommend; 0; tech; 3
Very bad experience overall. Don't ever buy from this seller Beware guys Updated seller will block you because he keep asking you to change star So 0.99 I will take it as donate to you . Item badly scratches and with chipped off I will just throw away rather than keeping this Thumbs down!!!; 0; tech; 1
Just 0.99 nothing can complain.............; 0; tech; 3
You pay for what you get Product came in plastic wrap No box to protect the mouse.; 0; tech; 2
Looks ok A bit too Low Not too ergonomical; 0; tech; 3
Very bad plastic quality and have the clicking dound when shake Like something broke inside Have yet to try dont know if it will work; 0; tech; 3
Okay quality for the mouse Though the battery cover cannot be closed properly with the USB receiver inside. The receiver is not secured in the mouse.; 0; tech; 3
Send without box and without bubble wrapped This make the mouse got scratch. After rate 2 star seller every week interference me so just change to 1 star because of the behavior of seller.《😡😡; 0; tech; 1
Mouse stop working after a day of usage Nothing but a piece of junk Will blacklist seller; 0; tech; 1
Bought during flash sale at $0.99 The battery cover was very flimsy Clicking sound on the button was loud; 0; tech; 3
Cannot say anything much it's on sale Haven't try if it's working if not can throw away hahaha packaging exactly what is in the pic looks like tig but ok 👌🏻; 0; tech; 3
Shouldn't have brought it Firstly I brought pink and owner gave me a black Secondly the mouse cannot scroll only able to move around Lastly I send the owner for proof so I can get a refund Please don't ever buy cheap things I tot it will be good since I brought it before from outside.; 0; tech; 1
Fail to work after 1 day of receipt Useless junk; 0; tech; 1
The left clicker is spoiled Tried on computer but only right click is work Didn't expect much on the cheap price but never expect it to be spoiled and need to throw away straight Buy at your own risk; 0; tech; 3
Long delivery and does not come with a cap to close the battery site However still works.; 0; tech; 3
Fast delivery.....But super lousy quality...Battery cover also seal probably....Don't think it's will function...Totally waste of money....; 0; tech; 1
Bought during 10.10 flash deal material is flimsy but doesn't seems to work on old Macbook; 0; tech; 3
Bought it during flash sale st $0.99 and can't expect too much for such price.; 0; tech; 3
Item comes with scratches and chip off. wow how can sell this kind of quality item..; 0; tech; 1
packaging not good i open and the plastic bag oledi burst then everything drop out haven't tried yet; 0; tech; 3
delivery was okay took a week to arrive Product is a little flimsy feels like its gonna break any moment.. had some scratches at the top when arrived as well overall still functional worth the price; 0; tech; 3
Don't buy failed to be a mouse unstable movement unstable sense Don't waste money even though it is inexpensive Don't buy at all See the screenshots of the seller keep trying to ask buyer to manipulate the rating and after a few attempts the seller directly block the buyer 买家不把差评改成好评被拉黑……; 0; tech; 1
Slim looking but plastic material looks flimsy Hope it can survive drops Anyway for the price paid dun complain too much.; 0; tech; 3
Received both items in good condition However only the black mouse is not working after I put two AAA batteries in The clicker does not work Have to click harder on both sides Not sure if can get refund; 0; tech; 3
Worth as much as you pay Much rather you just get a normal mouse from challenger Came dirty and looks like it will break apart in not more than 10 use.; 0; tech; 2
There is no on/off button for the mouse; 0; tech; 3
Use few minute gone ady... no more function; 0; tech; 1
After purchase middle button unable to press/malfunction Send for replacement/solutions no reply If u want to buy for few days use please go ahead.; 0; tech; 1
I get that it's very cheap but it shouldn't be so shaky I charged it fully for almost half a day but this mouse still shakes it's really unusable Not sure if this is an isolated case the mouse looks good nevertheless :); 0; tech; 3
Item received but there is still have abit clicking sound Deliverer just put my parcel at the door because nobody at home Luckly did not steal by others passby; 0; tech; 3
Ordered on 20 received on 30 Yes it's silent but the wheel takes much effort to work Not as smooth as my other mouse; 0; tech; 3
Item received Tested on various surface and working fine only issue is the base of the mice is not flat Therefore it tend to swing left and right when you use it Not very comfortable to use it still work if you don't mind but not for me need to look out for others product again.; 0; tech; 3
BAD!!!! SPOILT AFTER 2 DAYS WHAT A WASTE OF MONEY; 0; tech; 1
cant even use the mouse for macbook rip; 0; tech; 2
Box came dented 😒; 0; tech; 1
the mouse came faulty............. speechless; 0; tech; 1
Works fine but came with a small cut on the scrolling button; 0; tech; 3
Stopped working after 5 days ..work for 30 mins every full charge.. Not sure to recommend yo buy; 0; tech; 1
Buttons not that sensitive; 0; tech; 3
ordered silver color but pink delivered..; 0; tech; 2
Package was bubble wrapped but once opened found out that it has scratches on it.; 0; tech; 2
It is very cheap but not very sensitive..dont really like the click feel and the whole design of the mouse.; 0; tech; 3
Order 2 mouse one of the boxes was badly dented when received.; 0; tech; 3
Doesn't seem to work and the instructions are in chinese; 0; tech; 2
Asked for white but arrived black colour Disappointed with the delivery.; 0; tech; 1
I am highly disappointed with this buy This is my first bad experience in shopee The mouse arrived malfunction and seller asked to send email and video but after sending and chasing for a response for a week still no reply Anyways i rather be happy and buy another one then have to deal with them; 0; tech; 1
I bought 2 of these mouses Design look very sleek and sensitive However the grey one I use only 2 days and spoil The cursor started going crazy and keep moving around and cannot control Disappointed Now using the black one and let's see how.; 0; tech; 2
Delivery was fast but my mouse turned out to be faulty the scrolling function didn't work properly and caused some issues when using my web browser Contacted seller about the issue and they tried to be helpful but i'd already gotten a replacement since it was urgent Bad luck i guess!; 0; tech; 2
Cannot even work.. So disappointed Plugged in wire and wireless also cannot Felt scammed; 0; tech; 1
Defect product not working at all.. Mouse light went off after 2 blink tried to charge mouse battery with original cable and other spare cable also not working Very very disappointed.; 0; tech; 1
Mouse only lasted for a week :(; 0; tech; 1
The mouse isn't very reactive and tends to cut off after a couple of seconds; 0; tech; 2
Overall not bad but the middle roller/button is too tight and noisy Need to use a lot of force to middle click.; 0; tech; 3
Mouse is ok to use but not very responsive Got one cable for two mouse; 0; tech; 3
SHIPPING IS TOO LONG; 0; tech; 3
Mouse is not working...can't even click or charge Or so...not moving the cursor....seller please advise...; 0; tech; 1
Nice product But feels flimsy so not sure how long it will last.; 0; tech; 3
Product received But spoilt after 3 days Does this have a warranty; 0; tech; 1
Very slow in dispatching out the item otherwise item received as described; 0; tech; 3
Charged and used..Smooth and superbly quiet Recommended.; 0; tech; 1
I tot it's chrome shiny type but it was matt rose gold A small scratch on it but working fine; 0; tech; 3
Ordered black color but received rose gold. delivery quite long..; 0; tech; 2
When packaging came wrapped in usual black plastic carrier exterior looked good but after unwrapped both mouse's box were partially damp Even one of the mouse foam wrap were damp To prevent any wetness in the mouse left it to dry in the sun Fortunately both worked after 2 days; 0; tech; 3
Quality ok The cable head is a bit loss.; 0; tech; 3
Super long delivery of nearly one month.; 0; tech; 1
Somehow performance is lower than a cat6 cable; 0; tech; 3
Slow delivery but easy to install Don't feel much different from a 5e Cable; 0; tech; 3
delivery took a month when it states to be received in 2 weeks; 0; tech; 2
Was not working when I tried it; 0; tech; 1
good but deliver slow; 0; tech; 3
Item cannot be used after 5 days Contact seller but no response Poor quality and customer service Do think twice before buying from this seller; 0; tech; 1
Item received but the scrolling button is faulty Contact seller and they takes long time to reply They mentioned their logistic not supported for replacement What the logic is that Very poor service All buyers beware of this seller; 0; tech; 1
Faulty mouse received Talk to customer service avoid and delay; 0; tech; 1
Yesterday received the product Tried it work but the on/off button is not so good to be selected Hope the battery can last as per indication that can last for 24 months.; 0; tech; 3
Not very nice to use but is cheap So don't expect too much from this mouse Don't feel authentic; 0; tech; 3
Product is definitely not authentic The scrolling part wasn't very smooth And unable to press down onto the mouse and scroll at the same time But delivery was fast; 0; tech; 2
The price is telling that it is a fake one lol; 0; tech; 1
The Mouse M330 received is a OEM product It is not the genuine Logitech M330 Mouse Should have known better by the cheap price Nonetheless the device is still working/functioning after 3 days but for how long Not recommended.; 0; tech; 1
It is not the original Logitech M330 mouse at this price The movement of mouse is not smooth Quality is poor; 0; tech; 1
Quite a slow delivery compared with items ordered at same time from China seller Terrible logistics handling and i am just got lucky nothing go missing and just bunch of Lan cable won't get damaged on this. A 1m long 3.5mm audio as a nice free gift.; 0; tech; 3
Works as a HDMI Cable and they tried to make it durable but omg its so so so rigid Also head is fat Nearly couldnt fit the space to my monitor Would recommend buying a normal one unless its a straight clearance; 0; tech; 3
Received but already sealed open no damage on the cable But I did not see any difference in TV vision quality is it really high speed hdmi 4K 😩; 0; tech; 2
Box comes badly dented. Disappointed as it's meant for gift; 0; tech; 3
Bented box, comes in full chinese instructions and bands. i have no idea how to turn it on :(; 0; tech; 3
Disappointed that it doesnt really track sprinting accurately.; 0; tech; 3
It doesn't seems to be the global version as when checked on xiami website with SN, it didn't recognise Also, screen protectors are useless, none of them worked.; 0; tech; 3
Not to be trusted.Seller does not honour his word.BEFORE placing order I asked what if received colour I don't want.Seller replied to contact him.I received 2 black so contacted Seller.Told me go down to his warehouse to exchange. But suddenly changed his mind and refused!! Not to be trusted.; 0; tech; 2
Disappointing compared to Mi Band 3 I had before. Steps tracking inaccurate, always adds a lot more than actual. Even a visit to supermarket clocks 1k over steps. After reading up a lot, this seems to be a known issue, and Behavior Tagging feature does nothing. Seller response and delivery was fast.; 0; tech; 2
Stress test not working and have a dead pixel pn the screen; 0; tech; 1
Sometimes can receive sometimes can't even tho connected to the Bluetooth; 0; tech; 3
Item received but one side not working; 0; tech; 3
Items received on time. Packaging is good. But the items are very fragile and unable to power on/off. It just connects to any device that has Bluetooth.; 0; tech; 3
Tried it, two of them can't work when I got it. One side can't work.; 0; tech; 3
Regret getting it, well for the price I guess this is what is expected. But packaging was well packed and sealed.; 0; tech; 2
This is my 2nd purchase but also same never give the right colour i want is navy green and up grey again very  disappointed. And my first purchase i bought 4pcs got 1 not working until now they haven't settle.  In their T&Cs, they mentioned there is 1 to 1 exchange but they did not.; 0; tech; 1
Fast delivery received in 2 days Fulfil its basic functions and came with 3 bars Slightly heavy too However the product is quite bad after charging for 9 hours its still 2 bars....; 0; tech; 2
Bad Item not able to charge fully Waste of money Do not buy; 0; tech; 1
Two of my powerbank can't charge after a few uses; 0; tech; 1
Fast delivery however disappointed with purchase.; 0; tech; 3
Great packaging,prompt delivery and light but sadly the item doesnt support fast charging with Samsung Note 10plus.Please update the specs on your listing.; 0; tech; 3
Order received 3 stars coz delivery guy was too lazy to ring the bell and just leave it on the doorstep What if somebody took the parcel Hope seller never use J&T Express Coz I ALWAYS get bad experience w them Always.; 0; tech; 3
Slightly dented on both boxes when received; 0; tech; 3
It's very slow to charge ☹️ ☹️; 0; tech; 3
type C does not work; 0; tech; 3
Really great portable charger the usb part is a bit tight hence hard to plug in and out : the delivery man left it outside my house without any messages hence I couldn't find it asked seller for help and was quite unhelpful hence 3 stars but portable charger can last quite long; 0; tech; 3
Received in good condition..just a normal power bank..not fast charging..requested for one black n one white but seller say cannot..seller is not flexible n not helpful..poor customer service; 0; tech; 3
Both don't have any power when i first opened I charged them to fill the power it took almost 12 hours to fill just until 3 light indicator Not sure if the product is actually good; 0; tech; 3
Contacted seller that battery does not have fast charge Seller responded very fast However seller kept insisting battery supports fast charge despite photo evidence 3 stars taken away due to poor product knowledge and bad after sales service from seller; 0; tech; 2
Horrible delivery guy leave the item outside my gate without sms or WhatsApp me! Don't even call What happens if someone take it This is my second purchase ; 0; tech; 3
Order receive Packaging could've been better Will test it out; 0; tech; 3
Stars for price and fast delivery Built very good But charger was not fast charge which was very disappointing.; 0; tech; 3
We requested to buy other items but the store rejected the request As customer sometimes change the mind to buy other items hope the store will be more flexible n adjust to customer request; 0; tech; 2
Tried using it doesn't feel like 10k tried to charge my phone but about 60 and it's flat.; 0; tech; 1
Power Bank full battery but only can charger Hp max 3 times only Not worth to have this product So wouldn't recommend this power bank to other Thanks.🙏; 0; tech; 2
Ask for one black and white color so angry that given two black. inflexible at all Will not buy again.. used and charging very slow.. I Guess that's why is cheap.; 0; tech; 2
Fast delivery of the power banks However it isn't able to fully charge to 100 (4bars) It keeps blinking at the 3rd bar Tried charging it again after draining the battery from using it to charge my phone and it's still the same; 0; tech; 2
Item slow to charge Not as expected; 0; tech; 1
Look like very cheap item abit regret to buy it. Delivery is fast and price is cheap compare to other brand.; 0; tech; 2
Works well but doesn't support fast charging Still good enuff for normal charging if not in a hurty。hope it lasts; 0; tech; 3
To change full i 24hrs so slow.n is not fast changing; 0; tech; 2
Got the white one instead of the black one because it's out of stock Seller told me I can get it immediately if i want the white one instead so I switch to the white one but the status is not changed until I want to wait and get the black one instead; 0; tech; 3
Not easy to use, personally don't feel will use again. Came in good condition. Charging area has difficulty in removing the strap feels like it will be easily damaged.; 0; tech; 3
The 3 tracker watches are totally not functioning!!!; 0; tech; 3
Quality not good Material is very stiff; 0; tech; 3
Cannot fix properly Keep dropping off; 0; tech; 2
It doesn't clip on as the original So it can be tugged out with a little force.; 0; tech; 1
Not a tight fit; 0; tech; 3
Had some issues earlier when I could not fix the strip to the Fitbit Messaged seller Have to pushed in harder It works eventually But the strip is a little stiff compared to original For that price can't complain much; 0; tech; 3
The part connecting to the Fitbit were thin and loose and did not stay on well was unusable; 0; tech; 1
Slide gaps at the side; 0; tech; 3
one side of the strap is sooo freaking loose it doesn't even click in place once u tug on it it falls out terrible product not even worth the price waste my money go buy from somewhere else; 0; tech; 1
Bottom strap is loose and comes off easily good thing I had the old strap which is still usable; 0; tech; 3
Fit well with charger 3 but abit default kind of disappointed; 0; tech; 3
Did not not receive product. seller just brush the problem to courier service; 0; tech; 1
The band sucks easily spoiled dont buy 0 star rating!!!; 0; tech; 1
Looks and feel exactly like the original Quality so so Had some issue attaching the Fitbit 3 strap Managed to secure it after a while hopefully can stay and don't drop off; 0; tech; 2
Bought 3 but none fits charge 3??? The clasp is totally different 😡😡😡; 0; tech; 1
Order only received yesterday Why post delivered a few days before by J&T Express. I search up and down for it; 0; tech; 1
Too loose cannot wear at all Though it was cheap i expected it to at least fit snuggly since its for Charge 3.; 0; tech; 1
I thought the watch strip in small size will be fit for the watch but it's still too big; 0; tech; 3
Fast delivery. but it was not able to stay in place was loose cannot attached to the Fitbit; 0; tech; 2
Material is not good.. a little stiff and to me the red is not attractive; 0; tech; 3
2nd purchase However the large band is loose when fixed and comes off easily.; 0; tech; 3
Doesn't fit It's loose and it comes off so easily CHF to return it for few bucks Not recommended.; 0; tech; 1
Intended to be a birthday present but the box is badly dented Can't give away now Did not even bother to take out the watch Still thinking of what to do with it; 0; tech; 2
I am giving 3 star because of the packaging.. worst packaging ever.. as I can send from the picture and video.. hope all item can be use...; 0; tech; 3
Was disappointed with the material of the watch and the charger The strap is soft rubber with the smell Then charger is a very thin case with short cable Wonder how Long can the charger lasts But it is as described ultra thin smart watch Easy to connect and with the stated functions.; 0; tech; 1
Batt is always nv full after charging Seller asked mi to clean the charger side and i've done wad they mentioned but still the same Seller even mentioned it only took 2 hrs to get the batt fully charge but i charged overnight it's not even full at all Dun even indicate 'finish at all.; 0; tech; 2
The watch is light however there's nothing much i could do on the watch It said need to do a long press for all of the functions but none open especially the shutter and the music part.; 0; tech; 3
Seller service good but item hv low battery life run out fast; 0; tech; 2
When arrived box is dented. Battery life get ruined especially in silent mode.; 0; tech; 3
Not slim and surface too big for me; 0; tech; 3
poor battery life 1 charge can last 24 hours; 0; tech; 2
The measurement for the BP is not accurate It will be good to use the BO machine But the notification is workable since it via bluetooth. if the phone is far away from the watch it may not be able to detect; 0; tech; 3
Received watch almost about a week The watch has a nice colour to it This watch have a huge inaccurate count for the steps Woke up this morning with a total steps of 350 and yesterday evening till midnight total of 915 whereby I didn't walk that much only from my bedroom to the toilet; 0; tech; 2
Functions are not as responsive harder to nagivate Less value for money Strap is not as good as metal strap.; 0; tech; 3
I ordered a pink colour but the seller send a black one.; 0; tech; 3
Order black but come with Golden quality not within my expectations; 0; tech; 2
Not same as in the picture; 0; tech; 1
Item came in a very nice box and the pink strap is very nice! Downside is that the Bluetooth can't work I bought two watches and both had the same problem It is a pity; 0; tech; 1
The item received today Outside is well packed But when open the box look like used item So checked it and the answer is yes is used 8month ago Zzz can't believe such things happen And can't connect to my phone too If people who don't mind can buy but won't highly recommend Try your luck.; 0; tech; 1
Edit rating... The watch got hang the 2nd time I used Although it stated 12 mths warranty but not true Contacted seller and explained to him what is the problem I am facing and he just went MIA after the few chats Irresponsible seller and very bad experience; 0; tech; 2
The battery gets low so fast I need to make a new hole on the strap And the app that says need to be downloaded was blocked by chrome.; 0; tech; 3
Ordered 38 size and delivered 42; 0; tech; 3
Initially was having trouble trying to connect Seller service was ok Encountered watch unable charge but later managed to charge Cant expect much for the price u are paying.; 0; tech; 2
Order placed on 16/9 received on 25/9 After charging trying to synchronize with the App but the language was in Spanish I can't change at all Send text to seller no response very sad.; 0; tech; 2
Look good but have not try out fast delivery Purchase 2 pcs but 1 pcs not working contact seller but no response Very irresponsible seller n it come with 12 month warranty More than a week seller active online but don't even reply; 0; tech; 1
Both smartwatch received. Both smartwatch plastic seal was already opened when recieved. Both smartwatch are fully charged White colour smartwatch working in good order Black colour smartwatch faulty Cannot switch on. Waiting for seller replied.; 0; tech; 1
Hence Bought it when I opened the item is mess like in the picture It won't charge properly till my friend gave me a charger lucky is same. but also when I fully charge I notice when I turn off the batteries dies very very fast And if fully charge while opening and leave it it does a little.; 0; tech; 2
Need to improve battery life and charger magnetic not fully seat on watch hennce not balanced and always came off; 0; tech; 3
Battery life issued and glass and bottom is not closest 😐; 0; tech; 2
Quality is shit Charger hardly can charge properly And the seller doesn't even understand English Not worth the money spent on disappointed.; 0; tech; 1
Need time to setup and some functions still not sure how to use.; 0; tech; 3
sad it doesn't link with the app...... owner cant do anything even after i showed them the vid; 0; tech; 3
Hard to navigate for iPhone user. No clear instructions from the booklet itself.; 0; tech; 3
Quite hard to use. Wish the screen buttons were bigger.; 0; tech; 3
hard to navigate menu and cant really connect to phone; 0; tech; 2
wire is super short i have to prop it up to charge. the wrist band that comes with the watch, if u have small wrists, that thing will stick out. seller gave a free casing together with purchase, but the case doesnt fit well. you get what you pay for. seller also not v smart (: ; 0; tech; 1
I received a spoil watch... Very disappointed.. Can't even ON the watch... Waste my money.. Pls replace.. Tq; 0; tech; 1
Even fully charge the watch the battery life can last 2 day. Charger holder difficult to charge the watch, otherwise is working fine.; 0; tech; 1
Battery life seems quite short Need to charge by end of the day on standby mode; 0; tech; 3
Battery life very poor 😔; 0; tech; 2
Battery charge 5hrs only; 0; tech; 2
not bad for that price it can be better. while connected to app it will drain the battery of phone; 0; tech; 3
Still yet to try hope it works well Difficult to set up to connect to apply iOS the T500 touch screen is not working well; 0; tech; 2
Battery very fast Low; 0; tech; 2
A super basic watch although there's a small scratch behind. Have been using for a week plus notice the battery life is quite bad can't even last for a whole day Next is the scrolling button at the side it only power on and off you won't be able to scroll thru that button.; 0; tech; 3
Item arrived early and nicely packed but i charge for more than 5 hrs at first but 2-3hrs battery flat So next day i try charge for more than 10 hrs but still last for almost 5 hrs battery flat again This makes me how to use totally can't even last for 1 whole day Its make me feel annoying.; 0; tech; 1
Disappointed battery doesn't even last half a day; 0; tech; 1
Don't understand once charge all the timing and date have to do again ☹☹; 0; tech; 1
Can't use the watch here!; 0; tech; 2
Sync with android is tough Bluetooth connection is not so good. Quality matches money.; 0; tech; 3
Item fully charged cannot even last me 8-5pm job Not a good buy.; 0; tech; 1
got small scratch not recommend to buy; 0; tech; 2
Uses sim card ....for this price it's not bad Cheap quality So don't expect much.; 0; tech; 3
Very bad experience Cannot even switch on the watch after it is fully charged Waste my money and time waiting for it to arrive Meant as a gift for my son and now he is disappointed.; 0; tech; 2
Not able to receive notifications for message and WhatsApp Watch hang easily too Able to receive call (Sim card is inserted in); 0; tech; 3
Although delivery is fast however the smart watch isnt smart at all. difficult to pair and instruction guide fall short .. ask seller also not replying to my question Buyer for your kind consideration; 0; tech; 2
Cannot expect much Wont recommend this watch to anyone; 0; tech; 1
Only the call and message function works Whatsapp and facebook doesnt work Couldnt even download the app required; 0; tech; 3
Battery flat within a day Not essential for long usage; 0; tech; 1
No on No charging; 0; tech; 1
Very poor quality ofcz this price couldn't expect much.; 0; tech; 1
receive at good condition but use 9days already spoilt .not waterproof,wash hand water go inside next day direct no function; 0; tech; 2
Not easy to use; 0; tech; 3
The watch does not work The button to press is hard I would like a refund please; 0; tech; 1
Can't charge the watch; 0; tech; 1
A bit faulty but for the price ok Delivery fast For my son,if for me,I will not buy; 0; tech; 3
It's not working well The watch keep disconnecting from my phone enable to pair it properly; 0; tech; 1
Receive in good condition But the band will reset itself Do not buy this; 0; tech; 2
At least it works compared to the other more pricey watch l bought...; 0; tech; 3
Bought 2 watches but 1 is faulty Screen does not respond when pressed; 0; tech; 2
cannot setup using my phone; 0; tech; 2
don't understand how this device work and worst can't adjust the time; 0; tech; 1
Blood pressure not accurate as compared; 0; tech; 3
Cannot open proply😩😩😩; 0; tech; 2
I received it today (8/8/2020 The box was dented but item is ok 8/17/2020 2 of the items i bought are dead. just finished but no respond Not waterproof Screen slowly fades; 0; tech; 3
The price is low the battery can only last one day. Although the charging new style but very difficult to pull out only good is got the blood pressure monitor other apps very slow to respond; 0; tech; 2
Good product but cannot device connected,,so cannot used...; 0; tech; 2
The login doesn't work ... the watch does not work It is spoilt Kindly refund .; 0; tech; 1
Item received Fast shipping. Not yet tried though. But no charger; 0; tech; 2
Price is too good Now I don't have to worry about losing it as I have 100 of them!; 1; acc; 5
Delivery is considered fast Items look so nice especially the purple ones!; 1; acc; 5
This is my 2nd order but one of the packs is short of 1. only 1 piece of plastic without rubber band But happy with the others so far; 1; acc; 5
Items received in good condition Delivery took abt a week; 1; acc; 5
Very good quality and nice delivery was abit slow but it's okay Bought from this seller many times; 1; acc; 5
Very pretty Vibrant colours; 1; acc; 5
Cheap and good.. worth the price.. good to use to tie kid's hair....; 1; acc; 5
The colour is very nice The rubber band is quite small hopefully it is good; 1; acc; 5
I like it ❤❤; 1; acc; 5
2nd time buying from this seller However the 1st buy color was nicer than this batch); 1; acc; 4
Value for money Lovely colors and quality is quite good for the price paid; 1; acc; 5
Looks good came well packed One bow fell off sadly But the rest look okay; 1; acc; 5
Items received in good condition Worth it for the pricing 👍🏻; 1; acc; 5
Cute hairties Hope it will last; 1; acc; 5
Fast delivery and good packaging Thanks seller My girl love them.; 1; acc; 5
Very nice and according to picture good quality also worth the buy; 1; acc; 5
Thank you seller. Worth the money.. Delivery is considered okayyy; 1; acc; 5
Received the items quickly Happy with the purchase Rubber bands are nice colourful; 1; acc; 5
Nice pouch Nice colours Fast delivery Not durable enough!!; 1; acc; 5
Received well Delivered in about a little more than a week Items are inexpensive and they came sealed in a pouch Satisfied with my purchase.; 1; acc; 5
Love it and cute😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍; 1; acc; 5
Item received in good condition and all elastic are small size for baby hair Size of band is about 2 to 3 finger tips diameter My girl will love the wonderful rainbow color Thank you very much 👍; 1; acc; 5
Received within a week and ok for package Take abit longer time then expected but is fine in condition; 1; acc; 5
Great price for the quality Thanks Now the girls can change their hair tie according to their mood; 1; acc; 5
Thank you very much for the Prompt Delivery Items were packed well and received in great condition Definitely worth the purchase Thank you very much once again 😍; 1; acc; 5
Good quality! Very stretchable too!; 1; acc; 5
Cute hair ties Only one is spoil but can be fixed with a glue gun Order on 11sept and received on 18 Sept Consider quite fast for an overseas delivery; 1; acc; 4
Cute hair bands.; 1; acc; 5
Just received by mail They are super cute And my girl love it.; 1; acc; 5
Good quality bought many times from them worth the money; 1; acc; 5
Great quality love the clips Yet to try Love the small bag it comes in Can hold all the hair ties together so won't get lost Thank you seller Will update once tried.; 1; acc; 5
Perfect quality. exact what I want for my girl.. lovely products; 1; acc; 5
Fast delivery The quality looks good and my girl loves it Thank you; 1; acc; 5
Items came in a pack 30pcs mixed in all Very cute will purchase more; 1; acc; 5
Price is so cheap and quality not bad.I thought will get all model for each colour just like the seller display picture but actually I received the same model per colour except 1pc of the pink one with a hat model when another 5pcs is rabbit head.The rest all same type Size is perfect for toddler.; 1; acc; 5
cute and pretty for little girls worth the price a few pieces came a bit dirty which is fine good to have for kids who keep missing their hair bands.; 1; acc; 5
Item received as per described as per photos Looks OK at first glance; 1; acc; 5
Items well received Love the hairbands for baby girl And the brooches and pins Didn't expect it to be huge but will put to good use 🙏; 1; acc; 5
Received item with good condition and the hair rubber bands came with a plastic bag Very convenient to keep for it Thanks; 1; acc; 5
Nice n very cute thks i like it can give us xmas gift will buy againt from the seller; 1; acc; 5
Looks the same as advertised Pretty and colourful hope it is durable; 1; acc; 5
Received well and fast delivery All the rubber band in a good condition Good for children hair; 1; acc; 5
Received So pretty and many choices for my daughter..she loves it Smooth and doesn't get hair entangled; 1; acc; 5
So cute Delivery took almost a week not bad cant wait to try on my dotter; 1; acc; 5
Cheap and cute hair ties Came with the pouch love my shopee hauls; 1; acc; 5
Rubber band so cute and colourful Comes in a small cute zip lock bag too Cant wait to try the hairband on my girl's hair Thanks seller!; 1; acc; 5
Received in good condition The quality is good And it so cute Thanks seller; 1; acc; 5
love it Delivery was super quick and efficient too Would buy again; 1; acc; 5
Good quality rubber bands for hair Have not count the quantity but looks true to what was given Will consider purchasing again.; 1; acc; 5
my niece loves it; 1; acc; 5
Just like the picture really great buy and really good price!; 1; acc; 5
Love all the hair bands. sooo cuteyyy❤ no regret.; 1; acc; 5
Received in good condition the only problem is that the hair band size is for babies and not even for children 1; 1; acc; 5
Good quality! Will definitely purchase again Colours and designs are pretty too; 1; acc; 5
